,totalSeasons,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,Awards Wins,Awards Nominated,Primetime Emmys Wins,Primetime Emmys Nominations,Oscar Nominations,Oscar Wins,Golden Globe Nominations,Golden Globe Wins,BAFTA Nominations,BAFTA Wins
5054,none,"Exposed during an illegal arms trade gone wrong in Berlin; a North Korean ""ghost"" agent finds himself in the crosshairs of an international manhunt. Was he betrayed by his wife or his country? He must prepare to make the ultimate sacrifice.",NOT RATED,True,Korean; English; German,The Berlin File,South Korea,Ted Geoghegan (english dialogue); Stefanie Y. Hong (translation); Seung-wan Ryoo,54,6.6,Seung-wan Ryoo,15 Feb 2013,Jung-woo Ha; Suk-kyu Han; Seung-bum Ryoo; Ji-hyun Jun,2013,Action; Drama; Thriller,2 wins & 5 nominations.,120 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg0OTY4MDE2NV5BMl5BanBnXkFtZTgwOTQyMjEyMjE@._V1_SX300.jpg,4820,tt2357377,2,5,0,0,0,0,0,0,0,0
5073,none,Fresh from prison; a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner; learning of the plan; places a massive bounty on his head as the race begins.,PG-13,True,English,Need for Speed,USA; UK; France,George Gatins (screenplay); George Gatins (story); John Gatins (story),39,6.5,Scott Waugh,14 Mar 2014,Aaron Paul; Dominic Cooper; Imogen Poots; Scott Mescudi,2014,Action; Crime; Drama,1 win & 1 nomination.,132 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjMyMjc3MV5BMl5BanBnXkFtZTgwNTE1MzcwMjE@._V1_SX300.jpg,139509,tt2369135,1,1,0,0,0,0,0,0,0,0
5084,none,New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest; schooled in the rites of exorcism; to combat the possessions that are terrorizing their city.,R,True,English; Spanish; Latin; Italian,Deliver Us from Evil,USA,Scott Derrickson (screenplay); Paul Harris Boardman (screenplay); Ralph Sarchie (book); Lisa Collier Cool (book),40,6.2,Scott Derrickson,02 Jul 2014,Eric Bana; Edgar Ramírez; Olivia Munn; Chris Coy,2014,Horror; Mystery; Thriller,2 nominations.,118 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MDMwNTY2MF5BMl5BanBnXkFtZTgwMjQ5MDE5MTE@._V1_SX300.jpg,55554,tt2377322,0,2,0,0,0,0,0,0,0,0
5091,none,The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood; obsessions and what led to her being in Seligman's care.,NOT RATED,True,English,Nymphomaniac: Vol. II,Denmark; Germany; Belgium; UK; France; Sweden,Lars von Trier,60,6.7,Lars von Trier,20 Mar 2014,Charlotte Gainsbourg; Stellan Skarsgård; Stacy Martin; Shia LaBeouf,2013,Drama,14 wins & 26 nominations.,123 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODU2OTljNGYtNjIwMC00ZWIwLWE1NTEtNTk1ZDM5YWI5NzU2XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,61005,tt2382009,14,26,0,0,0,0,0,0,0,0
5092,none,An ex-con; who is the unlikeliest of role models; meets a 15-year-old boy and is faced with the choice of redemption or ruin.,R,True,English,Joe,USA,Gary Hawkins; Larry Brown (based on the novel by),74,6.9,David Gordon Green,11 Apr 2014,Nicolas Cage; Tye Sheridan; Gary Poulter; Ronnie Gene Blevins,2013,Drama,4 wins & 9 nominations.,117 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMzk5MTM1Ml5BMl5BanBnXkFtZTgwNzAzODgxMTE@._V1_SX300.jpg,37266,tt2382396,4,9,0,0,0,0,0,0,0,0
5112,none,Professional hit-man Charlie Wolfe finds himself in three tales of murder; blackmail and revenge after a botched contract assignment.,R,True,English,Kill Me Three Times,USA; Australia,James McFarland,30,5.9,Kriv Stenders,10 Apr 2015,Simon Pegg; Steve Le Marquand; Alice Braga; Teresa Palmer,2014,Action; Comedy; Thriller,2 nominations.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0ODcxMjc1Ml5BMl5BanBnXkFtZTgwNDI4OTg1NDE@._V1_SX300.jpg,14684,tt2393845,0,2,0,0,0,0,0,0,0,0
5120,none,The Manzoni family; a notorious mafia clan; is relocated to Normandy; France under the witness protection program; where fitting in soon becomes challenging as their old habits die hard.,R,True,English; French,The Family,USA; France,Luc Besson (screenplay); Michael Caleo (screenplay); Tonino Benacquista (based on the book by),42,6.3,Luc Besson,13 Sep 2013,Robert De Niro; Michelle Pfeiffer; Dianna Agron; John D'Leo,2013,Comedy; Crime; Thriller,1 nomination.,111 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,89615,tt2404311,0,1,0,0,0,0,0,0,0,0
5122,none,An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile; his wife starts up a new relationship; a reality her husband confronts upon his wife's request for a divorce.,PG-13,True,French; Persian,The Past,France; Italy; Iran,Asghar Farhadi,85,7.9,Asghar Farhadi,17 May 2013,Bérénice Bejo; Ali Mosaffa; Tahar Rahim; Pauline Burlet,2013,Drama; Mystery,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@._V1_SX300.jpg,33963,tt2404461,12,36,0,0,0,0,1,0,0,0
5133,none,A stroke-afflicted filmmaker is manipulated by a notorious con man.,UNRATED,True,French,Abuse of Weakness,France; Germany; Belgium,Catherine Breillat,77,5.8,Catherine Breillat,12 Feb 2014,Isabelle Huppert; Kool Shen; Laurence Ursino; Christophe Sermet,2013,Drama,4 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAzOTU3MzczNTZeQTJeQWpwZ15BbWU4MDA5MzQxMjIx._V1_SX300.jpg,534,tt2418372,0,4,0,0,0,0,0,0,0,0
5151,none,Searching for a missing student; two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette; they realize there may be dark motives behind the student's disappearance.,R,True,English; Indonesian,V/H/S/2,USA; Canada; Indonesia,Simon Barrett; Jamie Nash; Timo Tjahjanto; Gareth Evans; Jason Eisener; John Davies; Brad Miska (concept: anthology concept); Timo Tjahjanto (story),49,6.1,Simon Barrett; Jason Eisener; Gareth Evans; Gregg Hale; Eduardo Sánchez; Timo Tjahjanto; Adam Wingard,06 Jun 2013,Lawrence Michael Levine; Kelsy Abbott; L.C. Holt; Simon Barrett,2013,Horror; Thriller,1 win & 6 nominations.,96 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_SX300.jpg,27907,tt2450186,1,6,0,0,0,0,0,0,0,0
5167,none,When a young man becomes the target of a malevolent entity; he must uncover its true intentions before it takes complete control of him.,R,True,English; Spanish,Paranormal Activity: The Marked Ones,USA,"Christopher Landon; Oren Peli (based on the film ""Paranormal Activity"" by)",42,5.0,Christopher Landon,03 Jan 2014,Andrew Jacobs; Jorge Diaz; Gabrielle Walsh; Renee Victor,2014,Horror; Thriller,2 nominations.,84 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDAxMjc0N15BMl5BanBnXkFtZTgwNDcyNDU3MDE@._V1_SX300.jpg,32451,tt2473682,0,2,0,0,0,0,0,0,0,0
5191,none,In Colombia; a young surfer meets the woman of his dreams - and then he meets her uncle; Pablo Escobar.,R,True,English; Spanish,Escobar: Paradise Lost,France; Spain; Belgium; Panama,Andrea Di Stefano; Andrea Di Stefano (adaptation); Francesca Marciano (adaptation),56,6.6,Andrea Di Stefano,26 Jun 2015,Benicio Del Toro; Josh Hutcherson; Brady Corbet; Carlos Bardem,2014,Crime; Drama; Romance,1 nomination.,120 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzMDQ0MzA4OV5BMl5BanBnXkFtZTgwNDY3OTc2MjE@._V1_SX300.jpg,14879,tt2515030,0,1,0,0,0,0,0,0,0,0
5202,none,Comedy troupe The Yes Men stage phony events and press releases in an effort to bring attention to environmental dangers and corporate greed.,UNRATED,True,English,The Yes Men Are Revolting,Netherlands; Denmark; France; Germany; USA,Laura Nix; Andy Bichlbaum; Mike Bonanno,61,6.8,Andy Bichlbaum; Mike Bonanno; Laura Nix,12 Jun 2015,Mike Bonanno; Andy Bichlbaum; Benadette Chandia Kodili; Albert Mwesigwa,2014,Documentary,1 nomination.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY4NTk4NjQ1Ml5BMl5BanBnXkFtZTgwNTgxMDQ2NTE@._V1_SX300.jpg,560,tt2531282,0,1,0,0,0,0,0,0,0,0
5261,none,A real-estate agent finds herself caught up in something sinister when she has to sell a house with a dark past and meets the troubled teen who used to live there.,NOT RATED,True,English,At the Devil's Door,USA,Nicholas McCarthy,47,4.8,Nicholas McCarthy,08 Aug 2014,Ashley Rickards; Nick Eversman; Michael Massee; Mark Steger,2014,Horror,1 nomination.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzMyOTUxNDc2OF5BMl5BanBnXkFtZTgwMDI5OTcyMjE@._V1_SX300.jpg,5508,tt2597242,0,1,0,0,0,0,0,0,0,0
5269,none,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,PG-13,True,English,A Madea Christmas,USA,"Tyler Perry (screenplay); Tyler Perry (based on the stage play ""A Madea Christmas"" written by)",28,4.7,Tyler Perry,13 Dec 2013,Tyler Perry; Anna Maria Horsford; Tika Sumpter; Eric Lively,2013,Comedy; Drama,1 win & 6 nominations.,100 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNjA3OTM4NF5BMl5BanBnXkFtZTgwOTA0MjM2MDE@._V1_SX300.jpg,4450,tt2609758,1,6,0,0,0,0,0,0,0,0
5319,none,Two talented landscape artists become romantically entangled while building a garden in King Louis XIV's palace at Versailles.,R,True,English,A Little Chaos,UK,Jeremy Brock; Alison Deegan; Alan Rickman,51,6.5,Alan Rickman,26 Jun 2015,Thomas Allam; Alan Rickman; Hope Hancock; Isabella Steinbarth,2014,Drama; Romance,2 nominations.,117 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3Mzg5ODkwM15BMl5BanBnXkFtZTgwNjc3MDMzNTE@._V1_SX300.jpg,13394,tt2639254,0,2,0,0,0,0,0,0,0,0
5383,none,Three friends discover a mysterious machine that takes pictures 24hrs into the future and conspire to use it for personal gain; until disturbing and dangerous images begin to develop.,NOT RATED,True,English,Time Lapse,USA,Bradley King; Bp Cooper,50,6.5,Bradley King,15 May 2015,Danielle Panabaker; Matt O'Leary; George Finn; John Rhys-Davies,2014,Sci-Fi; Thriller,18 wins & 5 nominations.,104 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM2MDc3NTA3N15BMl5BanBnXkFtZTgwNzA5OTMyNTE@._V1_SX300.jpg,28683,tt2669336,18,5,0,0,0,0,0,0,0,0
5480,none,Liège; Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1;000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.,PG-13,True,French; Arabic; English,Two Days; One Night,Belgium; France; Italy,Jean-Pierre Dardenne; Luc Dardenne,89,7.4,Jean-Pierre Dardenne; Luc Dardenne,21 May 2014,Marion Cotillard; Fabrizio Rongione; Catherine Salée; Batiste Sornin,2014,Drama,Nominated for 1 Oscar. Another 38 wins & 74 nominations.,95 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzZmZkN2EtNTkzOS00MmIyLWE3YjktMDdmZTI4NmM5MzBlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,33486,tt2737050,38,75,0,0,1,0,0,0,0,0
5545,none,A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.,PG-13,True,German; English,Phoenix,Germany; Poland,Christian Petzold (screenplay); Harun Farocki; Hubert Monteilhet (novel),89,7.3,Christian Petzold,25 Sep 2014,Nina Hoss; Ronald Zehrfeld; Nina Kunzendorf; Trystan Pütter,2014,Drama,15 wins & 27 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTc3ODA4MTIxOV5BMl5BanBnXkFtZTgwNTAzOTAxNjE@._V1_SX300.jpg,10569,tt2764784,15,27,0,0,0,0,0,0,0,0
5559,none,Years after walking away from her past as a teenage private eye; Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls; who's embroiled in a murder mystery.,PG-13,True,English,Veronica Mars,USA,Rob Thomas (screenplay); Diane Ruggiero (screenplay); Rob Thomas (story); Rob Thomas (characters),62,6.8,Rob Thomas,13 Mar 2014,Kristen Bell; Jason Dohring; Enrico Colantoni; Chris Lowell,2014,Crime; Drama; Mystery,6 nominations.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MDc0Mjg4OV5BMl5BanBnXkFtZTgwODk3NjYyMTE@._V1_SX300.jpg,42450,tt2771372,0,6,0,0,0,0,0,0,0,0
5606,none,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan; North Korean dictator Kim Jong-un; they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",R,True,English; Korean,The Interview,USA,Dan Sterling (screenplay); Seth Rogen (story); Evan Goldberg (story); Dan Sterling (story),52,6.6,Evan Goldberg; Seth Rogen,24 Dec 2014,James Franco; Seth Rogen; Lizzy Caplan; Randall Park,2014,Comedy,1 win & 3 nominations.,112 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTcwMzgyMV5BMl5BanBnXkFtZTgwMzAyMzQ2MzE@._V1_SX300.jpg,252649,tt2788710,1,3,0,0,0,0,0,0,0,0
5618,none,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,NOT RATED,True,English,Starry Eyes,USA; Belgium,Kevin Kolsch; Dennis Widmyer,49,6.0,Kevin Kolsch; Dennis Widmyer,14 Nov 2014,Alex Essoe; Amanda Fuller; Noah Segan; Fabianne Therese,2014,Drama; Fantasy; Horror,6 wins & 15 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY1ODUyODIxOF5BMl5BanBnXkFtZTgwMDcyMjE0MzE@._V1_SX300.jpg,11652,tt2793490,6,15,0,0,0,0,0,0,0,0
5641,none,A spy organization recruits an unrefined; but promising street kid into the agency's ultra-competitive training program; just as a global threat emerges from a twisted tech genius.,R,True,English; Arabic; Swedish,Kingsman: The Secret Service,UK; USA,"Jane Goldman (screenplay); Matthew Vaughn (screenplay); Mark Millar (comic book ""The Secret Service""); Dave Gibbons (comic book ""The Secret Service"")",58,7.7,Matthew Vaughn,13 Feb 2015,Adrian Quinton; Colin Firth; Mark Strong; Jonno Davies,2014,Action; Adventure; Comedy,6 wins & 19 nominations.,129 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,410611,tt2802144,6,19,0,0,0,0,0,0,0,0
5844,none,An American inherits an apartment in Paris that comes with an unexpected resident.,PG-13,True,English,My Old Lady,USA; UK; France,Israel Horovitz (written for the screen by); Israel Horovitz (play),52,6.3,Israel Horovitz,21 Nov 2014,Kevin Kline; Michael Burstin; Elie Wajeman; Maggie Smith,2014,Comedy; Drama; Romance,1 win & 1 nomination.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MTg0NTc0Ml5BMl5BanBnXkFtZTgwMTAwOTAzMjE@._V1_SX300.jpg,5941,tt2908856,1,1,0,0,0,0,0,0,0,0
6040,none,Three groups of people are trying to survive Purge Night; when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.,R,True,English,The Purge: Anarchy,France; USA,James DeMonaco; James DeMonaco (characters),50,6.5,James DeMonaco,18 Jul 2014,Frank Grillo; Carmen Ejogo; Zach Gilford; Kiele Sanchez,2014,Action; Horror; Sci-Fi,1 win & 4 nominations.,103 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2ODMxMTk1Nl5BMl5BanBnXkFtZTgwMDEzNjEzMTE@._V1_SX300.jpg,99433,tt2975578,1,4,0,0,0,0,0,0,0,0
6046,none,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,PG,True,English,Dolphin Tale 2,USA,Charles Martin Smith; Karen Janszen (characters); Noam Dromi (characters),58,6.4,Charles Martin Smith,12 Sep 2014,Morgan Freeman; Ashley Judd; Harry Connick Jr.; Kris Kristofferson,2014,Drama; Family,2 nominations.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzE4ODQwMV5BMl5BanBnXkFtZTgwMTc4OTA5MTE@._V1_SX300.jpg,6194,tt2978462,0,2,0,0,0,0,0,0,0,0
6050,none,When Dusty learns that his engine is damaged and he may never race again; he joins a forest fire and rescue unit to be trained as a firefighter; or else his air strip will be shut down.,PG,True,English,Planes: Fire & Rescue,USA,Roberts Gannaway (story and screenplay by); Jeffrey M. Howard (story and screenplay by),48,6.0,Roberts Gannaway,18 Jul 2014,Dane Cook; Ed Harris; Julie Bowen; Curtis Armstrong,2014,Animation; Adventure; Comedy,6 nominations.,83 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_SX300.jpg,12785,tt2980706,0,6,0,0,0,0,0,0,0,0
6447,none,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,PG-13,True,Mandarin,Coming Home,China,Geling Yan (based on the novel by); Jingzhi Zou (screenplay),81,7.3,Yimou Zhang,16 May 2014,Li Gong; Daoming Chen; Huiwen Zhang; Tao Guo,2014,Drama,15 wins & 30 nominations.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzYwMjA5NV5BMl5BanBnXkFtZTgwNTk5OTc1NjE@._V1_SX300.jpg,3059,tt3125472,15,30,0,0,0,0,0,0,0,0
6577,none,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,R,True,English; Welsh,Pride,UK; France,Stephen Beresford (screenplay),79,7.8,Matthew Warchus,12 Sep 2014,Ben Schnetzer; Abram Rooney; Jim McManus; George MacKay,2014,Biography; Comedy; Drama,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,119 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_SX300.jpg,36747,tt3169706,8,17,0,0,0,0,1,0,0,0
6918,none,During the chaotic final weeks of the Vietnam War; the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground; ...,NOT RATED,True,English,Last Days in Vietnam,USA,Mark Bailey; Keven McAlester,86,7.6,Rory Kennedy,17 Jan 2014,Richard Nixon; Henry Kissinger; Stuart Herrington; Juan Valdez,2014,Documentary; History; War,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzOTU1Njg2M15BMl5BanBnXkFtZTgwMjg0NzI2MjE@._V1_SX300.jpg,2679,tt3279124,4,10,0,0,1,0,0,0,0,0
6929,none,A documentary reflects on artist Ai Weiwei's battle against the lawsuit thrust upon him by the Chinese government in an effort to silence him.,NOT RATED,True,Mandarin; English,Ai Weiwei: The Fake Case,Denmark; China; UK,Andreas Johnsen,73,6.5,Andreas Johnsen,30 Nov 2013,Lao Ai; Weiwei Ai; Jerome A. Cohen; Pan Haixia,2013,Documentary; Drama,2 wins & 1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ3NjYwMTkwNF5BMl5BanBnXkFtZTgwMDkwMjY0MTE@._V1_SX300.jpg,233,tt3281074,2,1,0,0,0,0,0,0,0,0
7245,none,A young man in a personal tailspin flees the US to Italy; where he sparks up a romance with a woman harboring a dark; primordial secret.,NOT RATED,True,English; Italian,Spring,USA,Justin Benson,69,6.7,Justin Benson; Aaron Moorhead,20 Mar 2015,Lou Taylor Pucci; Nadia Hilker; Francesco Carnelutti; Nick Nevern,2014,Horror; Romance; Sci-Fi,4 wins & 10 nominations.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzM2OTk3OF5BMl5BanBnXkFtZTgwNjExOTU0NDE@._V1_SX300.jpg,15385,tt3395184,4,10,0,0,0,0,0,0,0,0
