Word,Frequency,Rank,,,,
"her.--""mrs.",1,59553,,,,
whims,1,59554,,,,
"cosine,",1,59555,,,,
"jeshishai,",1,59556,,,,
depress'd,1,59557,,,,
"vents,",1,59558,,,,
"rhesa,",1,59559,,,,
"dissembling,",1,59560,,,,
pass-key,1,59561,,,,
hyperions,1,59562,,,,
"reapest,",1,59563,,,,
spicery,1,59564,,,,
nails!,1,59565,,,,
"vanguard,",1,59566,,,,
#NAME?,1,59567,,,,
constraining;,1,59568,,,,
"fell;and,",1,59569,,,,
dreadful?,1,59570,,,,
proselytes,1,59571,,,,
purposes:,1,59572,,,,
demy-natur'd,1,59573,,,,
hope!--could,1,59574,,,,
retire;,1,59575,,,,
"brawlers,",1,59576,,,,
hand!--but,1,59577,,,,
burg,1,59578,,,,
"queried,",1,59579,,,,
"mechanically,",1,59580,,,,
enjoyments;,1,59581,,,,
bandbox,1,59582,,,,
free-handed,1,59583,,,,
"famed,",1,59584,,,,
stops.),1,59585,,,,
"discovery,""",1,59586,,,,
"eyelashes,",1,59587,,,,
boomer,1,59588,,,,
like--may,1,59589,,,,
got'st,1,59590,,,,
"monotonous?""",1,59591,,,,
loathsome.,1,59592,,,,
"silver,--so,",1,59593,,,,
"betters,",1,59594,,,,
"lectern,",1,59595,,,,
quadruped's,1,59596,,,,
resume--a,1,59597,,,,
revellers:,1,59598,,,,
"shave,",1,59599,,,,
"burgess,",1,59600,,,,
noises--,1,59601,,,,
reassuring;,1,59602,,,,
nite,1,59603,,,,
"kingly,",1,59604,,,,
"quarter.""",1,59605,,,,
style--candles,1,59606,,,,
"ford.""",1,59607,,,,
arrow-slit,1,59608,,,,
weston.--so,1,59609,,,,
renewed--gardeners,1,59610,,,,
alternation,1,59611,,,,
farewell?,1,59612,,,,
far-gazing,1,59613,,,,
"chayre,",1,59614,,,,
"murk,",1,59615,,,,
"sammy,",1,59616,,,,
hair?--you,1,59617,,,,
honeycomb;,1,59618,,,,
craters,1,59619,,,,
"""unfortunately",1,59620,,,,
circumference.,1,59621,,,,
tumult?,1,59622,,,,
coffee-mill.,1,59623,,,,
chanceth,1,59624,,,,
"galahad,",1,59625,,,,
pull'd,1,59626,,,,
signature,1,59627,,,,
father?),1,59628,,,,
"overstrained,",1,59629,,,,
89:42:00,1,59630,,,,
repented;,1,59631,,,,
necktie.,1,59632,,,,
"""leviathan",1,59633,,,,
"spitzbergen,",1,59634,,,,
"hook,'",1,59635,,,,
ephratah:,1,59636,,,,
faintness.,1,59637,,,,
niagara's,1,59638,,,,
tout,1,59639,,,,
obviating,1,59640,,,,
sorrowful;,1,59641,,,,
dumbness,1,59642,,,,
teetotallers,1,59643,,,,
mermaid,1,59644,,,,
educating,1,59645,,,,
cleombrotus;,1,59646,,,,
"cold--which,",1,59647,,,,
51:54:00,1,59648,,,,
subaltern;,1,59649,,,,
borne:,1,59650,,,,
withall;,1,59651,,,,
done--,1,59652,,,,
helpe;,1,59653,,,,
"""dualist",1,59654,,,,
overpraising,1,59655,,,,
indeauour,1,59656,,,,
lazy!,1,59657,,,,
68:07:00,1,59658,,,,
"single-minded,",1,59659,,,,
"""curse",1,59660,,,,
margins,1,59661,,,,
months--he,1,59662,,,,
118:01:00,1,59663,,,,
0.346527778,1,59664,,,,
nuts?,1,59665,,,,
man--not,1,59666,,,,
accidental.,1,59667,,,,
kedesh;,1,59668,,,,
conaniah,1,59669,,,,
o'this,1,59670,,,,
stamps.,1,59671,,,,
"cruse,",1,59672,,,,
dilatory,1,59673,,,,
tastefully-ornamented,1,59674,,,,
furious.,1,59675,,,,
"evil.--no,",1,59676,,,,
interest.--i,1,59677,,,,
"affording,",1,59678,,,,
them--my,1,59679,,,,
"antwerp,",1,59680,,,,
floor).,1,59681,,,,
"ruggedest,",1,59682,,,,
clayme,1,59683,,,,
bels,1,59684,,,,
never'),1,59685,,,,
slight-built,1,59686,,,,
thigh--i,1,59687,,,,
findest;,1,59688,,,,
within's,1,59689,,,,
15:59,1,59690,,,,
"laburnum-tree,",1,59691,,,,
thrashing,1,59692,,,,
68:05:00,1,59693,,,,
"covert.""",1,59694,,,,
strong?,1,59695,,,,
"""you!",1,59696,,,,
vap'rous,1,59697,,,,
him?--would,1,59698,,,,
lands--with,1,59699,,,,
spinner,1,59700,,,,
girl--,1,59701,,,,
snow-line.,1,59702,,,,
127:01:00,1,59703,,,,
small--at,1,59704,,,,
compassest,1,59705,,,,
timnathserah,1,59706,,,,
"drawn?'""",1,59707,,,,
"mountain-lake,",1,59708,,,,
night-dogs,1,59709,,,,
downtown,1,59710,,,,
"mistooke,",1,59711,,,,
"starter,",1,59712,,,,
whinny.,1,59713,,,,
charges.,1,59714,,,,
bequeathing.),1,59715,,,,
"sixtyfold,",1,59716,,,,
feign'd;,1,59717,,,,
soap.,1,59718,,,,
squatting,1,59719,,,,
"reverses,""",1,59720,,,,
ogre.,1,59721,,,,
baronne,1,59722,,,,
"candlesticks,",1,59723,,,,
plow.,1,59724,,,,
"rason,",1,59725,,,,
clouted,1,59726,,,,
"speechlesse,",1,59727,,,,
communicated.,1,59728,,,,
innocent?,1,59729,,,,
"back-fin,",1,59730,,,,
"fore-mast-head,",1,59731,,,,
norfolk,1,59732,,,,
horse-hoof,1,59733,,,,
bolster;,1,59734,,,,
tiphsah,1,59735,,,,
ships?,1,59736,,,,
expected!,1,59737,,,,
mosaick;,1,59738,,,,
mortify;,1,59739,,,,
well--as,1,59740,,,,
repentance?,1,59741,,,,
cusco,1,59742,,,,
kingston?',1,59743,,,,
oak;,1,59744,,,,
forecastle--find,1,59745,,,,
"hearings,",1,59746,,,,
conquered.,1,59747,,,,
"jaalah,",1,59748,,,,
cock-fight.,1,59749,,,,
"permissive,",1,59750,,,,
"unpeopled,",1,59751,,,,
footing;,1,59752,,,,
"hands?""",1,59753,,,,
wren's,1,59754,,,,
"sew,",1,59755,,,,
"oliver,",1,59756,,,,
venom'd,1,59757,,,,
sapling,1,59758,,,,
heap'd-up,1,59759,,,,
"hates.""",1,59760,,,,
ill-judging,1,59761,,,,
ill-equipped.,1,59762,,,,
"tupman,",1,59763,,,,
redounding,1,59764,,,,
"couples),",1,59765,,,,
mandarin.,1,59766,,,,
"gowland,""",1,59767,,,,
"cup-bearers,",1,59768,,,,
"within.""",1,59769,,,,
no--what,1,59770,,,,
renown'd,1,59771,,,,
"village,--indeed",1,59772,,,,
"philippe,",1,59773,,,,
_assistance_,1,59774,,,,
requin.,1,59775,,,,
cuttle-fish--lurks,1,59776,,,,
smoke-stung,1,59777,,,,
"eddystone,",1,59778,,,,
lendeth;,1,59779,,,,
way;--and,1,59780,,,,
see--as,1,59781,,,,
"forrest,",1,59782,,,,
41:38:00,1,59783,,,,
"scoffing,",1,59784,,,,
stranded.,1,59785,,,,
116,1,59786,,,,
"newspapers.""",1,59787,,,,
"hananeel,",1,59788,,,,
mosco;,1,59789,,,,
dissembleth,1,59790,,,,
drawling--the,1,59791,,,,
numismatic,1,59792,,,,
"tarpelites,",1,59793,,,,
month's,1,59794,,,,
winner;,1,59795,,,,
cathedrals;,1,59796,,,,
"cottage--""but",1,59797,,,,
siedge,1,59798,,,,
"entwined,",1,59799,,,,
"exclusively,",1,59800,,,,
taller.,1,59801,,,,
"you.--come,",1,59802,,,,
tugged.,1,59803,,,,
embezzlement,1,59804,,,,
"shimeathites,",1,59805,,,,
"martin,""",1,59806,,,,
"nobly-form'd,",1,59807,,,,
"prospecting,",1,59808,,,,
"capitall,",1,59809,,,,
story--,1,59810,,,,
with.',1,59811,,,,
caravans,1,59812,,,,
coming!',1,59813,,,,
"dwellingplaces,",1,59814,,,,
"reuels,",1,59815,,,,
"bones.""",1,59816,,,,
shovels,1,59817,,,,
sucklings.,1,59818,,,,
droop;,1,59819,,,,
"surprised?""",1,59820,,,,
please!,1,59821,,,,
forest:,1,59822,,,,
54:14:00,1,59823,,,,
chambermaid,1,59824,,,,
worshippeth.,1,59825,,,,
platter;,1,59826,,,,
"drawest,",1,59827,,,,
"yet--""",1,59828,,,,
dancing-ape,1,59829,,,,
longer:,1,59830,,,,
letter-boy,1,59831,,,,
"bumpkin,",1,59832,,,,
lichas,1,59833,,,,
cut--and,1,59834,,,,
green-back'd,1,59835,,,,
"lose,""",1,59836,,,,
bouton,1,59837,,,,
comfort--not,1,59838,,,,
print--something,1,59839,,,,
banners.,1,59840,,,,
incommunicable.,1,59841,,,,
comma,1,59842,,,,
quotations;,1,59843,,,,
infirm?,1,59844,,,,
pommery,1,59845,,,,
costliness!,1,59846,,,,
half-crazy,1,59847,,,,
runners,1,59848,,,,
away--,1,59849,,,,
"move.--""he",1,59850,,,,
grandiloquent.,1,59851,,,,
"jim,""",1,59852,,,,
"unfeeling,",1,59853,,,,
bit!',1,59854,,,,
saginaw,1,59855,,,,
clotting,1,59856,,,,
suggest?,1,59857,,,,
wither;,1,59858,,,,
reside?,1,59859,,,,
"captain?--ahab?""",1,59860,,,,
"canaris,",1,59861,,,,
last--,1,59862,,,,
"sleeps.""",1,59863,,,,
down!--mr.,1,59864,,,,
hanger!--and,1,59865,,,,
"lisps,",1,59866,,,,
irrelevantly;,1,59867,,,,
sea-ravens.,1,59868,,,,
departure--must,1,59869,,,,
eel-spear,1,59870,,,,
"ascalon,",1,59871,,,,
hope's,1,59872,,,,
offering--no,1,59873,,,,
script,1,59874,,,,
monument.,1,59875,,,,
us.--,1,59876,,,,
larger:,1,59877,,,,
"discussed,",1,59878,,,,
(sings.),1,59879,,,,
"""why--but",1,59880,,,,
death-temper.,1,59881,,,,
moosehead,1,59882,,,,
attitude--,1,59883,,,,
junction,1,59884,,,,
"faultless,",1,59885,,,,
aflame.,1,59886,,,,
"death-bed,",1,59887,,,,
icicle.,1,59888,,,,
acceptable;,1,59889,,,,
"""professor,""",1,59890,,,,
youth-time,1,59891,,,,
susan's;,1,59892,,,,
you!--nobody,1,59893,,,,
"spades--silence,",1,59894,,,,
troubadours,1,59895,,,,
"tahitians,",1,59896,,,,
"tinctures,",1,59897,,,,
mexitli,1,59898,,,,
"testifieth,",1,59899,,,,
sea-front,1,59900,,,,
what--what,1,59901,,,,
99:05:00,1,59902,,,,
girls],1,59903,,,,
dine.,1,59904,,,,
baana,1,59905,,,,
27:66,1,59906,,,,
times.),1,59907,,,,
rossius,1,59908,,,,
"pike.""",1,59909,,,,
"bang,",1,59910,,,,
in;--no,1,59911,,,,
"radishes?""",1,59912,,,,
haeckel,1,59913,,,,
empowered,1,59914,,,,
whale-pole,1,59915,,,,
"pravity,",1,59916,,,,
fann'd,1,59917,,,,
83:11:00,1,59918,,,,
"confidentially--""he",1,59919,,,,
research,1,59920,,,,
"forewarn,",1,59921,,,,
"underworld,",1,59922,,,,
"lecturers,",1,59923,,,,
paid?,1,59924,,,,
"persecutor,",1,59925,,,,
lay'd,1,59926,,,,
graue;,1,59927,,,,
front-door,1,59928,,,,
self-esteem,1,59929,,,,
"stumbling,",1,59930,,,,
improvised,1,59931,,,,
abiram;,1,59932,,,,
him?--to,1,59933,,,,
"him?--yes,",1,59934,,,,
socks--by,1,59935,,,,
helam;,1,59936,,,,
profluent,1,59937,,,,
gruel.,1,59938,,,,
breath'd,1,59939,,,,
"peepe,",1,59940,,,,
"incoming,",1,59941,,,,
habit--,1,59942,,,,
o'ershades;,1,59943,,,,
extremities:,1,59944,,,,
ebullition,1,59945,,,,
sob--a,1,59946,,,,
cotton-fields,1,59947,,,,
rayther,1,59948,,,,
dewed,1,59949,,,,
sundaies:,1,59950,,,,
"sin?""",1,59951,,,,
"lime-trees,",1,59952,,,,
"haystack,",1,59953,,,,
yourself-you,1,59954,,,,
telescope!,1,59955,,,,
potable,1,59956,,,,
court-dress),1,59957,,,,
cavities,1,59958,,,,
reapest,1,59959,,,,
126:04:00,1,59960,,,,
adulterers;,1,59961,,,,
"matches.""",1,59962,,,,
"`elegance,",1,59963,,,,
mamma?,1,59964,,,,
"marriage.""",1,59965,,,,
deepest?,1,59966,,,,
"proteus,",1,59967,,,,
structural,1,59968,,,,
"souls?""",1,59969,,,,
no;--a,1,59970,,,,
"nisroch,",1,59971,,,,
(dinah,1,59972,,,,
wilkinson.,1,59973,,,,
ho!--i,1,59974,,,,
two-thirds,1,59975,,,,
orderings,1,59976,,,,
"--cowper,",1,59977,,,,
"presidents,",1,59978,,,,
prophetical!,1,59979,,,,
"capting,",1,59980,,,,
"yourself!""",1,59981,,,,
78:68,1,59982,,,,
artaxerxes',1,59983,,,,
been.--an,1,59984,,,,
ill-bestowed.,1,59985,,,,
grones;,1,59986,,,,
"marasmus,",1,59987,,,,
eyesight;,1,59988,,,,
"lovers--love,",1,59989,,,,
spouse,1,59990,,,,
hemp--yet,1,59991,,,,
"rescue!""",1,59992,,,,
pensive--i,1,59993,,,,
intensifying,1,59994,,,,
"ehrenbreitstein,",1,59995,,,,
"epistles,",1,59996,,,,
lexicographer's,1,59997,,,,
"different,'",1,59998,,,,
blue-grey,1,59999,,,,
din.,1,60000,,,,
devote!,1,60001,,,,
"spoutholes,",1,60002,,,,
jerijah,1,60003,,,,
quaked:,1,60004,,,,
greco;,1,60005,,,,
midsummer.,1,60006,,,,
two)--but,1,60007,,,,
"snow-flakes,",1,60008,,,,
champain,1,60009,,,,
#NAME?,1,60010,,,,
distress--but,1,60011,,,,
39:35:00,1,60012,,,,
selects,1,60013,,,,
barefoot:,1,60014,,,,
possesses.,1,60015,,,,
lowliest,1,60016,,,,
thoughtlessness;,1,60017,,,,
"maccaroni,",1,60018,,,,
abortive,1,60019,,,,
bigthana,1,60020,,,,
whatever),1,60021,,,,
attend;,1,60022,,,,
convinced),1,60023,,,,
"vtterance,",1,60024,,,,
rankly,1,60025,,,,
canons,1,60026,,,,
brandish,1,60027,,,,
observing--to,1,60028,,,,
beseech'd,1,60029,,,,
"aromatic,",1,60030,,,,
backe.,1,60031,,,,
"encomiums,",1,60032,,,,
unison;,1,60033,,,,
glows,1,60034,,,,
105:16:00,1,60035,,,,
"conflicts,",1,60036,,,,
"irshemesh,",1,60037,,,,
tuck'd,1,60038,,,,
(whale's),1,60039,,,,
"chippewa,",1,60040,,,,
wery,1,60041,,,,
hub,1,60042,,,,
moments;,1,60043,,,,
impiously,1,60044,,,,
delicacy!--,1,60045,,,,
fixed--but,1,60046,,,,
"reelaiah,",1,60047,,,,
"pet?""",1,60048,,,,
header,1,60049,,,,
whittling.,1,60050,,,,
louse,1,60051,,,,
sherry.,1,60052,,,,
explores.,1,60053,,,,
machine-guns.,1,60054,,,,
"nibelungen,",1,60055,,,,
"lasts,",1,60056,,,,
festoon,1,60057,,,,
capstan!,1,60058,,,,
plant:,1,60059,,,,
compost!,1,60060,,,,
wonderments,1,60061,,,,
milan's,1,60062,,,,
"sunshade,",1,60063,,,,
"pressman,",1,60064,,,,
persecutors.,1,60065,,,,
2:59,1,60066,,,,
coniur'd,1,60067,,,,
existence--never,1,60068,,,,
clever?',1,60069,,,,
"enhazor,",1,60070,,,,
voyage--beyond,1,60071,,,,
ashpenaz,1,60072,,,,
"unannounc'd,",1,60073,,,,
"ill-health,",1,60074,,,,
phantoms;,1,60075,,,,
response.,1,60076,,,,
quadrillions,1,60077,,,,
[may,1,60078,,,,
"driue,",1,60079,,,,
"loveit!""",1,60080,,,,
air's,1,60081,,,,
23:52,1,60082,,,,
puls,1,60083,,,,
speake?,1,60084,,,,
melchisedec:),1,60085,,,,
distasteful.,1,60086,,,,
lusciously,1,60087,,,,
"peg,--",1,60088,,,,
"desist,",1,60089,,,,
neat;,1,60090,,,,
headache.,1,60091,,,,
"briar,",1,60092,,,,
"""arthur!",1,60093,,,,
"harmes,",1,60094,,,,
"appeared,)",1,60095,,,,
plume.,1,60096,,,,
fondness.,1,60097,,,,
weeper,1,60098,,,,
mid-summer.,1,60099,,,,
"convey'd,",1,60100,,,,
"repentant,",1,60101,,,,
"necklace,",1,60102,,,,
"pitfall,",1,60103,,,,
high--looks,1,60104,,,,
"kashmere,",1,60105,,,,
mayn't.,1,60106,,,,
mythologies,1,60107,,,,
jorkoam:,1,60108,,,,
drolly;,1,60109,,,,
pyramids;,1,60110,,,,
"workshop,",1,60111,,,,
102:07:00,1,60112,,,,
unworthily,1,60113,,,,
breast--and,1,60114,,,,
"worshippers,",1,60115,,,,
"breathless,",1,60116,,,,
"""shame!""",1,60117,,,,
"top-sails,",1,60118,,,,
brack,1,60119,,,,
"habitants,",1,60120,,,,
harshly.,1,60121,,,,
"betray,",1,60122,,,,
wormwood:,1,60123,,,,
"inferiors,",1,60124,,,,
honey-coloured,1,60125,,,,
slave;,1,60126,,,,
yard-arm,1,60127,,,,
"nose,""",1,60128,,,,
mountebank,1,60129,,,,
influences!,1,60130,,,,
sweet?,1,60131,,,,
idlest,1,60132,,,,
"tinder-box?""",1,60133,,,,
"expansiveness,",1,60134,,,,
"fruitful.""",1,60135,,,,
"peacocks,",1,60136,,,,
"wonderer,",1,60137,,,,
0.170138889,1,60138,,,,
satins,1,60139,,,,
59,1,60140,,,,
grapes--the,1,60141,,,,
plucketh,1,60142,,,,
lee's--now,1,60143,,,,
thinly,1,60144,,,,
provoking.,1,60145,,,,
goddesses,1,60146,,,,
"bonze,",1,60147,,,,
noontide;,1,60148,,,,
"ungentlemanlike,",1,60149,,,,
"huppah,",1,60150,,,,
"""--mrs.",1,60151,,,,
disobeyed,1,60152,,,,
legatees.,1,60153,,,,
"power.""",1,60154,,,,
sallets,1,60155,,,,
foam!,1,60156,,,,
oblation.,1,60157,,,,
coil'd,1,60158,,,,
mantel-,1,60159,,,,
controversies,1,60160,,,,
furbish,1,60161,,,,
"false.""",1,60162,,,,
"contentions,",1,60163,,,,
forty-five,1,60164,,,,
stillest,1,60165,,,,
migron;,1,60166,,,,
"""waiting!",1,60167,,,,
heart-felt,1,60168,,,,
form.--his,1,60169,,,,
know--wilkinson's,1,60170,,,,
excites.,1,60171,,,,
utensils,1,60172,,,,
accomplishment.,1,60173,,,,
beds!,1,60174,,,,
"timber-head,",1,60175,,,,
blasphemer!,1,60176,,,,
howlings;,1,60177,,,,
"belongeth,",1,60178,,,,
window-pierc'd,1,60179,,,,
unpardoned.,1,60180,,,,
"_alone_,",1,60181,,,,
well-brushed,1,60182,,,,
"norumbega,",1,60183,,,,
fulfill'd,1,60184,,,,
"fearefull,",1,60185,,,,
"""io!",1,60186,,,,
"lodging?""",1,60187,,,,
eyesight.,1,60188,,,,
stepdame,1,60189,,,,
quote:--,1,60190,,,,
interim's,1,60191,,,,
kenite.,1,60192,,,,
"calendar,",1,60193,,,,
"judgment.""",1,60194,,,,
ocean-stream.,1,60195,,,,
apollo.,1,60196,,,,
"fret,""",1,60197,,,,
"serves,",1,60198,,,,
recks,1,60199,,,,
"room--""well,",1,60200,,,,
unnumber'd,1,60201,,,,
accessory,1,60202,,,,
oppressed:,1,60203,,,,
incomprehensible.,1,60204,,,,
keepsake;,1,60205,,,,
hermaphroditical,1,60206,,,,
117:02:00,1,60207,,,,
saluation?,1,60208,,,,
"enterprises,",1,60209,,,,
"oklahoma,",1,60210,,,,
butterflies,1,60211,,,,
flowers!,1,60212,,,,
tellin',1,60213,,,,
way.--his,1,60214,,,,
hills!,1,60215,,,,
"geshuri,",1,60216,,,,
really?--well!--but,1,60217,,,,
bidden.,1,60218,,,,
"beat!--sir!""--taking",1,60219,,,,
connection--but,1,60220,,,,
hadar,1,60221,,,,
cherubim!,1,60222,,,,
"melpomene,",1,60223,,,,
unlicensed,1,60224,,,,
"from?""",1,60225,,,,
spade-man.,1,60226,,,,
unsuccessfully,1,60227,,,,
shedding?,1,60228,,,,
awful.,1,60229,,,,
fantastics,1,60230,,,,
pleadings,1,60231,,,,
ass!,1,60232,,,,
there--one,1,60233,,,,
idol?,1,60234,,,,
"dutch,",1,60235,,,,
convolved;,1,60236,,,,
ceremonial.,1,60237,,,,
owt,1,60238,,,,
"studded,",1,60239,,,,
"sprouting,",1,60240,,,,
"lucky!""",1,60241,,,,
119:163,1,60242,,,,
paleness,1,60243,,,,
cataclysm,1,60244,,,,
"coiling,",1,60245,,,,
purim;,1,60246,,,,
"frustrate,",1,60247,,,,
horror-stricken,1,60248,,,,
vengeance:,1,60249,,,,
"jecamiah,",1,60250,,,,
wrongs:,1,60251,,,,
"moss,""",1,60252,,,,
118:25:00,1,60253,,,,
hotly,1,60254,,,,
eliud,1,60255,,,,
55:15:00,1,60256,,,,
"exactitude,",1,60257,,,,
"romanza,)",1,60258,,,,
"knight-heads,",1,60259,,,,
"recruit,",1,60260,,,,
"parshandatha,",1,60261,,,,
steerers,1,60262,,,,
"blaspheme,",1,60263,,,,
"life--""",1,60264,,,,
"robbed!""",1,60265,,,,
solitudes.,1,60266,,,,
firs,1,60267,,,,
abiure,1,60268,,,,
disengaged?,1,60269,,,,
vnnumbred,1,60270,,,,
"underneath--""the",1,60271,,,,
ashan;,1,60272,,,,
"throbbings,",1,60273,,,,
"ginn'd,",1,60274,,,,
"sallery,",1,60275,,,,
"world,""--brought",1,60276,,,,
corroborates,1,60277,,,,
"blacksmith?""",1,60278,,,,
"ill-bred.""",1,60279,,,,
"telescope,",1,60280,,,,
turkish-rugged,1,60281,,,,
constrained.,1,60282,,,,
105:07:00,1,60283,,,,
exits.,1,60284,,,,
"richardson,",1,60285,,,,
militiaman;,1,60286,,,,
33:56:00,1,60287,,,,
unaccountable.,1,60288,,,,
86:09:00,1,60289,,,,
certaintie,1,60290,,,,
strange!--after,1,60291,,,,
"idolatry,",1,60292,,,,
honour--i,1,60293,,,,
gravest,1,60294,,,,
lesson--trial,1,60295,,,,
"cheaper,",1,60296,,,,
tithe.,1,60297,,,,
gone;),1,60298,,,,
"light-house.""",1,60299,,,,
goodness--and,1,60300,,,,
thousandfold,1,60301,,,,
verges,1,60302,,,,
"that--hey,",1,60303,,,,
"steelkilt--but,",1,60304,,,,
pulteney,1,60305,,,,
"sycamore-trees,",1,60306,,,,
archeresses,1,60307,,,,
"anxious,",1,60308,,,,
millionaires.,1,60309,,,,
unmistakably,1,60310,,,,
figs?,1,60311,,,,
"disallowed,",1,60312,,,,
23rd,1,60313,,,,
hole's,1,60314,,,,
carpentry,1,60315,,,,
hilkiah:,1,60316,,,,
"informing,",1,60317,,,,
"muppim,",1,60318,,,,
whale-fleet.,1,60319,,,,
"taxed,",1,60320,,,,
derbe.,1,60321,,,,
instructer!,1,60322,,,,
"star.""",1,60323,,,,
"wraths,",1,60324,,,,
counselled.,1,60325,,,,
"pride.""",1,60326,,,,
grave--that,1,60327,,,,
deepness,1,60328,,,,
wound's,1,60329,,,,
"emma.--offended,",1,60330,,,,
house--but,1,60331,,,,
tribulations;,1,60332,,,,
"rot!""",1,60333,,,,
"faithfull,",1,60334,,,,
knobs,1,60335,,,,
smith?--that,1,60336,,,,
"command?--yes.""",1,60337,,,,
"smyrna,",1,60338,,,,
24:64,1,60339,,,,
"goa,",1,60340,,,,
"mistrustful,",1,60341,,,,
tritons,1,60342,,,,
was--a,1,60343,,,,
wanton;,1,60344,,,,
louisa?,1,60345,,,,
catarrhs,1,60346,,,,
"hear).""",1,60347,,,,
"emperor,""",1,60348,,,,
dried:,1,60349,,,,
bantering,1,60350,,,,
baton,1,60351,,,,
humble;,1,60352,,,,
heart--hist!,1,60353,,,,
144:04:00,1,60354,,,,
included--can,1,60355,,,,
accaron,1,60356,,,,
"dissatisfaction,",1,60357,,,,
hedge:,1,60358,,,,
songster,1,60359,,,,
daring;,1,60360,,,,
"down,)",1,60361,,,,
"aptitudes,",1,60362,,,,
gravy.,1,60363,,,,
showest,1,60364,,,,
42:33:00,1,60365,,,,
repassing,1,60366,,,,
"us;""",1,60367,,,,
"misconception,",1,60368,,,,
his?kithetmroboscis;,1,60369,,,,
euer;,1,60370,,,,
quohogs,1,60371,,,,
physiognomists--they,1,60372,,,,
temple.),1,60373,,,,
rachel?,1,60374,,,,
"""law,",1,60375,,,,
chronically,1,60376,,,,
goddess.,1,60377,,,,
joes.,1,60378,,,,
"offered----""",1,60379,,,,
cult,1,60380,,,,
"quitting,",1,60381,,,,
obliging.--is,1,60382,,,,
hers--one,1,60383,,,,
woodhouse?--what,1,60384,,,,
"preservation,",1,60385,,,,
"erysipalite,",1,60386,,,,
"keepers,",1,60387,,,,
"shackles,",1,60388,,,,
"""and--were",1,60389,,,,
rope-walks,1,60390,,,,
"complexions,",1,60391,,,,
mushites:,1,60392,,,,
33:45:00,1,60393,,,,
crost:,1,60394,,,,
turk's-headed,1,60395,,,,
106:22:00,1,60396,,,,
edmund;,1,60397,,,,
smoulders,1,60398,,,,
shubael;,1,60399,,,,
'soles,1,60400,,,,
bed-room,1,60401,,,,
dislocation.,1,60402,,,,
anger'd,1,60403,,,,
"folio,",1,60404,,,,
project's,1,60405,,,,
dungeons;,1,60406,,,,
peddler.,1,60407,,,,
spruce-beer.--oh!,1,60408,,,,
119,1,60409,,,,
"turret,",1,60410,,,,
jester.,1,60411,,,,
"o're-leape,",1,60412,,,,
"last--""the",1,60413,,,,
risks.,1,60414,,,,
correspond;,1,60415,,,,
disorder:--,1,60416,,,,
semi-colon,1,60417,,,,
"lantern,""",1,60418,,,,
about?',1,60419,,,,
powerfulest,1,60420,,,,
corroborated,1,60421,,,,
occulted,1,60422,,,,
shower!--we,1,60423,,,,
"emma.--""i",1,60424,,,,
kerenhappuch.,1,60425,,,,
"eagerness--""never,",1,60426,,,,
josaphat;,1,60427,,,,
elegant;,1,60428,,,,
"thought),",1,60429,,,,
duesseldorf,1,60430,,,,
moss;,1,60431,,,,
cephas?,1,60432,,,,
out-belching,1,60433,,,,
"booth,",1,60434,,,,
"carteret;""",1,60435,,,,
boys!--lay,1,60436,,,,
firme-set,1,60437,,,,
"abolish,",1,60438,,,,
childe?,1,60439,,,,
excelsior,1,60440,,,,
hutton's,1,60441,,,,
"genuineness,",1,60442,,,,
million-footed,1,60443,,,,
shemuel,1,60444,,,,
spy-glass,1,60445,,,,
"nursery-maid,",1,60446,,,,
"netherlands,",1,60447,,,,
slant,1,60448,,,,
one--so,1,60449,,,,
"ice-house,",1,60450,,,,
"satisfiers,",1,60451,,,,
"punishment?""",1,60452,,,,
lawn--turnbull,1,60453,,,,
"belched,",1,60454,,,,
reputation:,1,60455,,,,
nature.*,1,60456,,,,
ledges:,1,60457,,,,
hesitatingly:,1,60458,,,,
119:114,1,60459,,,,
"haggles!""",1,60460,,,,
denouements,1,60461,,,,
double-banked,1,60462,,,,
"admiration,--a",1,60463,,,,
"now,--quite",1,60464,,,,
"druids,",1,60465,,,,
"earlier.""",1,60466,,,,
119:125,1,60467,,,,
"wimples,",1,60468,,,,
pistol-shots,1,60469,,,,
vacated,1,60470,,,,
"""_two_",1,60471,,,,
"charging,",1,60472,,,,
irritate.--she,1,60473,,,,
"ebb-tide,",1,60474,,,,
picnics,1,60475,,,,
marbled,1,60476,,,,
epicure.,1,60477,,,,
"""best",1,60478,,,,
snortings.,1,60479,,,,
prompted;,1,60480,,,,
"""fresh",1,60481,,,,
yander,1,60482,,,,
nature--that--i,1,60483,,,,
scroll-wise,1,60484,,,,
"everyone?""",1,60485,,,,
title-pages,1,60486,,,,
"survivor----""",1,60487,,,,
(save,1,60488,,,,
deadlier,1,60489,,,,
too--slowly,1,60490,,,,
"sustaine,",1,60491,,,,
looking;,1,60492,,,,
muskiness--why,1,60493,,,,
"stopt,",1,60494,,,,
hanan.,1,60495,,,,
69:35:00,1,60496,,,,
regiments--some,1,60497,,,,
large--,1,60498,,,,
"""strange!",1,60499,,,,
"""selim,""",1,60500,,,,
"lounging,",1,60501,,,,
"indifference!""--",1,60502,,,,
119:76,1,60503,,,,
"playes,",1,60504,,,,
"strong.'""",1,60505,,,,
distemper.,1,60506,,,,
41:50:00,1,60507,,,,
